Consommateur;Produit;Appréciation;Ferme;Juteux;Sucré;Amer;Odeur intense;Acide;Croquant;Goûteux;Granuleux;Mou;Sans odeur;Sans goût;Farineux;Goût de pomme;Astringent
60;548;7;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
60;992;7;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
60;Ideal;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;106;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
61;257;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
61;366;8;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0
61;548;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
61;992;9;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0
61;Ideal;;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0
62;106;9;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
62;257;6;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
62;366;9;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
62;548;7;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
62;992;9;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
62;Ideal;;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0
63;106;9;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0
63;257;9;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
63;366;5;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
63;548;9;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
63;992;5;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0
63;Ideal;;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0
64;106;7;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
64;257;8;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
64;366;5;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0
64;548;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
64;992;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
64;Ideal;;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
65;106;6;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0
65;257;9;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0
65;366;5;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
65;548;6;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0
65;992;6;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
65;Ideal;;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0
66;106;6;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1
66;257;9;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
66;366;6;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0
66;548;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
66;992;4;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0
66;Ideal;;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
67;106;8;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
67;257;9;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
67;366;7;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0
67;548;9;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
67;992;7;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0
67;Ideal;;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0
68;106;9;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0
68;257;9;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0
68;366;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
68;548;9;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0
68;992;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
68;Ideal;;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0
69;106;9;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0
69;257;5;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1
69;366;9;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1
69;548;9;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
69;992;9;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0
69;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
70;106;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
70;257;7;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1
70;366;9;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0
70;548;7;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0
70;992;9;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0
70;Ideal;;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1
71;106;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
71;257;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
71;366;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
71;548;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
71;992;7;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
71;Ideal;;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
73;106;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
73;257;9;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0
73;366;5;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
73;548;6;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
73;992;9;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0
73;Ideal;;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
74;106;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
74;257;9;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
74;366;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
74;548;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
74;992;9;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
74;Ideal;;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0
75;106;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
75;257;3;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
75;366;9;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0
75;548;3;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
75;992;9;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0
75;Ideal;;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
76;106;7;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
76;257;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
76;366;5;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
76;548;9;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
76;992;9;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
76;Ideal;;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
77;106;8;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1
77;257;5;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
77;366;5;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
77;548;9;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0
77;992;5;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
77;Ideal;;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
78;106;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
78;257;4;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
78;366;8;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0
78;548;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
78;992;7;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
78;Ideal;;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0
79;106;6;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
79;257;9;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0
79;366;4;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
79;548;7;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
79;992;9;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
79;Ideal;;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
80;106;9;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
80;257;5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
80;366;5;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0
80;548;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
80;992;4;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0
80;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0
81;106;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
81;257;9;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
81;366;6;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
81;548;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
81;992;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
81;Ideal;;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0
82;106;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
82;257;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
82;366;7;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
82;548;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
82;992;8;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
82;Ideal;;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
83;106;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
83;257;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
83;366;7;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0
83;548;7;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
83;992;8;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
83;Ideal;;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
84;106;5;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
84;257;9;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0
84;366;5;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
84;548;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
84;992;9;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0
84;Ideal;;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0
85;106;6;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
85;257;6;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0
85;366;9;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
85;548;7;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
85;992;7;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0
85;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
86;106;7;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
86;257;9;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0
86;366;4;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0
86;548;6;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
86;992;9;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
86;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0
87;106;4;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1
87;257;7;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0
87;366;7;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0
87;548;6;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0
87;992;9;0;1;1;0;1;0;1;1;0;1;1;0;1;1;0
87;Ideal;;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0
88;106;6;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0
88;257;7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
88;366;7;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0
88;548;7;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
88;992;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
88;Ideal;;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
89;106;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
89;257;6;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
89;366;8;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
89;548;8;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
89;992;9;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0
89;Ideal;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
90;106;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
90;257;9;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
90;366;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
90;548;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
90;992;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
90;Ideal;;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
91;106;8;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
91;257;9;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
91;366;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
91;548;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
91;992;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
91;Ideal;;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0
92;106;6;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
92;257;9;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1
92;366;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
92;548;9;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0
92;992;9;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0
92;Ideal;;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1
93;106;7;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
93;257;7;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0
93;366;8;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0
93;548;9;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
93;992;9;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0
93;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
94;106;5;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1
94;257;6;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1
94;366;7;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0
94;548;7;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1
94;992;8;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0
94;Ideal;;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0
95;106;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
95;257;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
95;366;4;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0
95;548;6;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
95;992;9;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
95;Ideal;;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
96;106;9;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
96;257;9;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
96;366;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
96;548;9;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
96;992;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
96;Ideal;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
97;106;5;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0
97;257;9;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
97;366;5;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0
97;548;9;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0
97;992;4;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0
97;Ideal;;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0
98;106;3;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
98;257;9;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0
98;366;2;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0
98;548;7;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0
98;992;4;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0
98;Ideal;;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0
99;106;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
99;257;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
99;366;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
99;548;7;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0
99;992;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
99;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
100;106;5;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1
100;257;8;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0
100;366;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
100;548;5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
100;992;4;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
100;Ideal;;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0
101;106;6;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
101;257;7;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
101;366;7;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
101;548;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
101;992;9;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0
101;Ideal;;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0
102;106;6;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
102;257;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
102;366;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
102;548;6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
102;992;9;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0
102;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0
103;106;7;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1
103;257;8;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
103;366;4;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0
103;548;6;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
103;992;8;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0
103;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
104;106;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
104;257;8;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0
104;366;7;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
104;548;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
104;992;7;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0
104;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
105;106;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
105;257;8;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0
105;366;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0
105;548;8;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
105;992;6;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
105;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
106;106;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
106;257;9;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
106;366;8;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0
106;548;7;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
106;992;8;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
106;Ideal;;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0
107;106;7;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
107;257;8;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
107;366;5;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
107;548;7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
107;992;5;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0
107;Ideal;;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0
108;106;8;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1
108;257;5;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
108;366;9;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0
108;548;6;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1
108;992;7;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1
108;Ideal;;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0
109;106;8;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
109;257;9;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
109;366;9;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
109;548;8;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
109;992;6;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
109;Ideal;;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0
110;106;6;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
110;257;8;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0
110;366;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
110;548;7;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0
110;992;9;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0
110;Ideal;;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
112;106;6;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0
112;257;7;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0
112;366;5;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0
112;548;8;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0
112;992;7;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
112;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
113;106;8;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
113;257;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
113;366;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
113;548;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
113;992;9;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
113;Ideal;;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
114;106;5;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0
114;257;6;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
114;366;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
114;548;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
114;992;9;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0
114;Ideal;;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
115;106;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
115;257;9;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
115;366;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
115;548;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
115;992;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
115;Ideal;;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
116;106;3;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0
116;257;9;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0
116;366;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
116;548;9;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0
116;992;8;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0
116;Ideal;;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
117;106;9;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
117;257;9;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
117;366;7;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
117;548;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
117;992;9;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
117;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0
118;106;7;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0
118;257;9;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0
118;366;5;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0
118;548;9;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
118;992;7;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0
118;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0
119;106;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
119;257;6;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0
119;366;7;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0
119;548;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0
119;992;8;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0
119;Ideal;;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0
121;106;6;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
121;257;6;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0
121;366;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
121;548;8;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0
121;992;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
121;Ideal;;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0
810;106;8;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1
810;257;5;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
810;366;6;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
810;548;8;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0
810;992;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
810;Ideal;;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1
